# MNE-Annotations
# orig_time : 2021-01-28 19:27:20.989846   
# onset, duration, description
0.0,30.0,0.0
30.0,30.0,0.0
60.0,30.0,0.0
90.0,30.0,0.0
120.0,30.0,0.0
150.0,30.0,0.0
180.0,30.0,0.0
210.0,30.0,0.0
240.0,30.0,0.0
270.0,30.0,0.0
300.0,30.0,0.0
330.0,30.0,0.0
360.0,30.0,0.0
390.0,30.0,0.0
420.0,30.0,0.0
450.0,30.0,0.0
480.0,30.0,1.0
510.0,30.0,0.0
540.0,30.0,0.0
570.0,30.0,0.0
600.0,30.0,0.0
630.0,30.0,0.0
660.0,30.0,0.0
690.0,30.0,0.0
720.0,30.0,0.0
750.0,30.0,1.0
780.0,30.0,1.0
810.0,30.0,1.0
840.0,30.0,2.0
870.0,30.0,2.0
873.48661867,1.9741282339,KC
900.0,30.0,2.0
923.13510011,2.0584926884,KC
930.0,30.0,2.0
960.0,30.0,2.0
990.0,30.0,2.0
1020.0,30.0,2.0
1050.0,30.0,2.0
1080.0,30.0,2.0
1110.0,30.0,2.0
1111.5124904,1.7885264341,KC
1140.0,30.0,2.0
1170.0,30.0,2.0
1179.9742452,1.0629921259,KC
1200.0,30.0,2.0
1230.0,30.0,2.0
1260.0,30.0,2.0
1282.3589471,2.3115860517,KC
1290.0,30.0,2.0
1320.0,30.0,2.0
1350.0,30.0,2.0
1380.0,30.0,2.0
1410.0,30.0,2.0
1440.0,30.0,2.0
1441.2340877,1.0292463442,KC
1470.0,30.0,2.0
1500.0,30.0,2.0
1510.0900382,0.7761529808,KC
1530.0,30.0,2.0
1560.0,30.0,2.0
1590.0,30.0,2.0
1620.0,30.0,2.0
1650.0,30.0,2.0
1680.0,30.0,2.0
1710.0,30.0,2.0
1740.0,30.0,3.0
1770.0,30.0,3.0
1800.0,30.0,3.0
1830.0,30.0,2.0
1855.8240089,1.3329583802,KC
1860.0,30.0,3.0
1890.0,30.0,2.0
1920.0,30.0,3.0
1950.0,30.0,3.0
